Country,Continent,Latitude,Longitude,Specimen,Species,Affinity,Group,Category,Diameter,Stage,Age (Ma),Max (Ma),Min (Ma),Geology,Location,Region,Preservation,Author,Year,DOI
USA,North America,29,-103,NA,Baasoxylon parenchymatosum,Malvaceae?,Dicot,Angiosperm,0.7,Ma,-69.05,-72.1,-66,Javelina Fm.,Big Bend National Park TX,Laramidia,mineralized,Wheeler & Lehmann,2000,
USA,North America,29,-103,NA,Gassonoxylon araliosum,undetermined,Dicot,Angiosperm,0.01,Ma,-69.05,-72.1,-66,Javelina Fm.,Big Bend National Park TX,Laramidia,mineralized,Wheeler & Lehmann,2000,
USA,North America,29,-103,NA,Undetermined wood,undetermined,Dicot,Angiosperm,0.01,Ma,-69.05,-72.1,-66,Javelina Fm.,Big Bend National Park TX,Laramidia,mineralized,Wheeler & Lehmann,2000,
USA,North America,29,-103,NA,Javelinoxylon multiporosum,Malvaceae?,Dicot,Angiosperm,0.7,Ca-Ma,-72.1,-83.6,-66,Aguja Fm.,Big Bend National Park TX,Laramidia,mineralized,Wheeler et al,1994,
USA,North America,36,-108,NA,Plataninium piercei,undetermined,Dicot,Angiosperm,0.14,Ma,-69.05,-72.1,-66,Kirtland Fm.,NA,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Platanoxylon piercei,Platanaceae?,Dicot,Angiosperm,0.1,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 18 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon arizonense,undetermined,Dicot,Angiosperm,0.8,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 20 and 5 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon arizonense,undetermined,Dicot,Angiosperm,0.2,Ma,-69.05,-72.1,-66,,,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon arizonense,undetermined,Dicot,Angiosperm,0.3,Ma,-69.05,-72.1,-66,,,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon arizonense,undetermined,Dicot,Angiosperm,0.25,Ma,-69.05,-72.1,-66,,,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon anasazi?,undetermined,Dicot,Angiosperm,0.2,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 10 and W14 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon anasazi?,undetermined,Dicot,Angiosperm,0.24,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 6 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon arizonense,undetermined,Dicot,Angiosperm,0.14,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 20 and 5 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Paraphyllanthoxylon arizonense,undetermined,Dicot,Angiosperm,0.4,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 20 and 5 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Chalkoxylon cretaceum,undetermined,Dicot,Angiosperm,0.4,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 7 McClammer Section 20 Betonnie Tsosie 6 San Juan Basin,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,36,-108,NA,Metcalfeoxylon kirtlandense,undetermined,Dicot,Angiosperm,0.22,Ma,-69.05,-72.1,-66,Kirtland Fm.,Locality W 5 San Juan Basin NM,Laramidia,mineralized,Wheeler et al,1995,
USA,North America,37,-89,NA,Icacinoxylon sp.,Icacinaceae?,Dicot,Angiosperm,0.4,Ma,-69.05,-72.1,-66,McNairy Fm.,near Thebes Alexander County Illinois,Appalachia,mineralized,Wheeler et al,1987,
USA,North America,37,-89,NA,Paraphyllanthoxylon illinoisense,undetermined,Dicot,Angiosperm,0.9,Ma,-69.05,-72.1,-66,McNairy Fm.,near Thebes Alexander County Illinois,Appalachia,mineralized,Wheeler et al,1987,
USA,North America,37,-89,NA,Paraquercinium cretaceum,Fagaceae?,Dicot,Angiosperm,0.3,Ma,-69.05,-72.1,-66,McNairy Fm.,near Thebes Alexander County Illinois,Appalachia,mineralized,Wheeler et al,1987,
USA,North America,37,-89,NA,Paraapocynaceoxylon barghoornii,Apocynaceae?,Dicot,Angiosperm,0.1,Ma,-69.05,-72.1,-66,McNairy Fm.,near Thebes Alexander County Illinois,Appalachia,mineralized,Wheeler et al,1987,
USA,North America,37,-89,NA,Parabombacaceoxylon magniporosum,Bombacaceae,Dicot,Angiosperm,0.1,Ma,-69.05,-72.1,-66,McNairy Fm.,near Thebes Alexander County Illinois,Appalachia,mineralized,Wheeler et al,1987,
USA,North America,44,-107,NA,NA,undetermined,Dicot,Angiosperm,0.01,Ca,-77.85,-83.6,-72.1,Claggett Shale,western Wyoming,Laramidia,mineralized,Wolfe & Upchurch,1987,
USA,North America,35,-78,NA,Undetermined wood,Hamamelidaceae?,Dicot,Angiosperm,0.01,Ca,-77.85,-83.6,-72.1,NA,Neuse River North Carolina,Appalachia,mineralized,Wolfe & Upchurch,1987,
USA,North America,46,-110,NA,Undetermined wood,undetermined,Dicot,Angiosperm,0.01,Ma,-69.05,-72.1,-66,Colgate Sandstone,MT,Laramidia,mineralized,Wolfe & Upchurch,1987,
Argentina,South America,-72,-50,NA,Hedycaryoxylon subaffine/ burmeisteri,Monimiaceae,Dicot,Angiosperm,0.5,Ca-Ma,-72.1,78,69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,10.1016/j.palaeo.2015.07.011
Argentina,South America,-72,-50,NA,Nothofagoxylon corrugatus,Fagales,Dicot,Angiosperm,0.1,Ca-Ma,-72.1,78,69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,10.1016/j.palaeo.2015.07.011
Argentina,South America,-32,-58,NA,Paraperseoxylon septatum,Lauraceae,Dicot,Angiosperm,0.31,Ca-Ma,-72.1,83.6,66,Puerto YerÃa,Entre Rios Province,Elsewhere,mineralized,Franco et al,2015,10.1016/j.cretres.2015.05.014
Peru,South America,-6,-79,NA,Lecythidoideae sp.,Lecythidaceae?,Dicot,Angiosperm,0.1,Ca-Ma,-72,NA,NA,Celendin,El Pintor locality Bagua Basin,Elsewhere,mineralized,Mourier et al.,1988,
Peru,South America,-6,-79,NA,Undetermined wood,Malvales,Dicot,Angiosperm,0.1,Ca-Ma,-72,NA,NA,Celendin,Morerilla locality Bagua Basin,Elsewhere,mineralized,Mourier et al.,1988,
Chile,South America,-36,-73,NA,Paragonzarezoxylon chilenomesozoicum,undetermined,Dicot,Angiosperm,0.05,Ma,-66,NA,NA,Quiriquina,Isla Quiriquina,Elsewhere,mineralized,Nishida & Nishida,1985,
Chile,South America,-46,-71,NA,Chilechicoxylon sp.,undetermined,Dicot,Angiosperm,0.1,Ca-Ma,-72,NA,NA,NA,Chile Chico,Elsewhere,mineralized,Nishida Ohsawa & Nishida,1990,
Chile,South America,-30,-71,NA,Nothofagoxylon sp.,Nothofagaceae,Dicot,Angiosperm,0.05,Ca-Ma,-72,NA,NA,NA,Ovalle Patagonia,Elsewhere,mineralized,Nishida Ohsawa & Nishida,1988,
Chile,South America,-30,-71,NA,Nothofagoxylon sp.,Nothofagaceae,Dicot,Angiosperm,0.05,Ca-Ma,-72,NA,NA,NA,Ovalle Patagonia,Elsewhere,mineralized,Nishida Ohsawa & Nishida,1988,
Chile,South America,-52,-70,NA,Elaeocarpoxylon sp.,Elaeocarpaceae,Dicot,Angiosperm,0.05,Ca-Ma,-72,NA,NA,NA,NA,Elsewhere,mineralized,Nishida Ohsawa & Nishida,1988,
Chile,South America,-52,-70,NA,Myrtoxylon sp.,Myrtaceae?,Dicot,Angiosperm,0.05,Ca-Ma,-72,NA,NA,NA,NA,Elsewhere,mineralized,Nishida Ohsawa & Nishida,1988,
Argentina,South America,-43,-65,NA,Carlquistoxylon australe,undetermined,Dicot,Angiosperm,0.1,Al,-101.62,-101.8,-101.46,Chubut Gp.,Chubut Province,Elsewhere,mineralized,Nunes et al,2018,10.1163/22941932-20170206
Colombia,South America,4,-73,NA,Euphorbioxylon speciosum,Euphorbiaceae,Dicot,Angiosperm,NA,Sa,-85,NA,NA,NA,NA,Elsewhere,,Pons,1987,
Chile,South America,-30,-71,NA,Elaeocarpoxylon pichasquensis,Elaeocarpaceae,Dicot,Angiosperm,0.1,Ca-Ma,-72,NA,NA,NA,Pichasca-Ovalle,Elsewhere,mineralized,Torres & Rallo,1981,
Chile,South America,-30,-71,NA,Myrtoxylon pichasquensis,Myrtaceae,Dicot,Angiosperm,0.1,Ca-Ma,-72,NA,NA,NA,Pichasca-Ovalle,Elsewhere,mineralized,Torres & Rallo,1981,
Chile,South America,-30,-71,NA,Nothofagus menendezii,Nothofagaceae,Dicot,Angiosperm,0.1,Ca-Ma,-72,NA,NA,NA,Pichasca-Ovalle,Elsewhere,mineralized,Torres & Rallo,1981,
Antarctica,Antarctica,-63,-57,NA,Podocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Cape Lamb Vega Island,Elsewhere,,Cesari et al,,
Antarctica,Antarctica,-71,-68,NA,Araucariopitys sp.,Araucarioid,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Neptune Glacier Fm.,Coal Nunatak Alexander Island,Elsewhere,,Falcon-Lang & Cantrill,2000,
Antarctica,Antarctica,-71,-68,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Neptune Glacier Fm.,Coal Nunatak Alexander Island,Elsewhere,,Falcon-Lang & Cantrill,2000,
Antarctica,Antarctica,-71,-68,NA,Taxodioxylon sp.,Cupressoid,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Neptune Glacier Fm.,Hyperion Nunataks Alexander Island,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-71,-68,NA,Podocarpoxylon sp. 2,Podocarpoid,Conifer,Gymnosperm,0.1,Al,-105,,,Neptune Glacier Fm.,Triton Point Citadel Bastion Coal Nunatak and Titan Nunataks Alexan,Elsewhere,,Falcon-Lang & Cantrill,2000,
Antarctica,Antarctica,-71,-68,NA,Podocarpoxylon sp. 1,Podocarpoid,Conifer,Gymnosperm,0.1,Al,-105,,,Neptune Glacier Fm.,Triton Point Pagoda Ridge Citadel Bastion Hyperion Nunataks Coal N,Elsewhere,,Falcon-Lang & Cantrill,2000,
Antarctica,Antarctica,-62,-61,NA,Podocarpoxylon sp. 2,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-62,-61,NA,Podocarpoxylon sp. 1,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-62,-61,NA,Sahnioxylon sp.,Bennettite,Cycadeoid,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2002,
Antarctica,Antarctica,-62,-61,NA,Podocarpoxylon sp. 2,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2002,
Antarctica,Antarctica,-62,-61,NA,Podocarpoxylon sp. 1,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2002,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2002,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2002,
Antarctica,Antarctica,-62,-61,NA,Sahnioxylon sp.,Bennettite,Cycadeoid,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island South Shetland,Elsewhere,,Falcon-Lang & Cantrill,2001,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Kotick Point Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Kotick Point Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Kotick Point Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Kotick Point Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Co-Ca,-90,,,Santa Marta Fm.,James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ca,-66,,,Snow Hill Island Fm.,The Naze James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ca,-66,,,Snow Hill Island Fm.,The Naze James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ca,-66,,,Snow Hill Island Fm.,The Naze James Ross Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-57,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Snow Hill Island Fm.,Vega Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Francis & Poole,2002,
Antarctica,Antarctica,-64,-56,NA,Podocarpoxylon aparenchymatosum,Podocarpoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Gothan,1908,
Antarctica,Antarctica,-64,-56,NA,Agathoxylon pseudoparenchymatosum,Araucarioid,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Gothan,1908,
Antarctica,Antarctica,-64,-56,NA,Protopodocarpoxylon antarcticum,Podocarpoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Lopez de Bertodano Fm.,Seymour Island,Elsewhere,,Gothan,1908,
Antarctica,Antarctica,-64,-57,NA,Agathoxylon sp. A,Araucarioid,Conifer,Gymnosperm,0.1,Ap-Al,-105,-125,-100.9,Kotick Point Fm.,James Ross Island Lost Valley,Elsewhere,,Ottone & Medina,1998,
Antarctica,Antarctica,-64,-57,NA,Agathoxylon sp. A,Araucarioid,Conifer,Gymnosperm,0.1,Ap-Al,-105,-125,-100.9,Kotick Point Fm.,James Ross Island Lost Valley,Elsewhere,,Ottone & Medina,1998,
Antarctica,Antarctica,-62,-61,NA,Sahnioxylon sp.,Bennettite,Cycadeoid,Gymnosperm,0.1,EK,-120,,,NA,Snow Island,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Protopodocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Protopodocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Protocircoporoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Protocircoporoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Circoporoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Circoporoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Brachyoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Brachyoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Sahnioxylon sp.,Bennettite,Cycadeoid,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Philippe et al,1995,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Williams Point,Elsewhere,,Philippe et al,1993,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Williams Point,Elsewhere,,Philippe et al,1993,
Antarctica,Antarctica,-62,-60,NA,Sahnioxylon antarcticum,Bennettite,Cycadeoid,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon verticalis,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon verticalis,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon communis,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon communis,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon communis,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon communis,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon chapmanae,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon chapmanae,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Araucariopitys antarcticus,Araucarioid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Araucariopitys antarcticus,Araucarioid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Agathoxylon chapmannae,Araucarioid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-60,NA,Agathoxylon chapmannae,Araucarioid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Dragon Cove Williams Point Livingston Island,Elsewhere,,Poole & Cantrill,2001,
Antarctica,Antarctica,-62,-58,NA,Dadoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ma,-66,,,NA,Barton Peninsula King George Island,Elsewhere,,Suirek et al,2004,
Antarctica,Antarctica,-62,-58,NA,Dadoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ma,-66,,,NA,Barton Peninsula King George Island,Elsewhere,,Suirek et al,2004,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,EK,-120,,,NA,Cape Shirreff Livingston Island,Elsewhere,,Torres,1993,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,EK,-120,,,NA,Cape Shirreff Livingston Island,Elsewhere,,Torres,1993,
Antarctica,Antarctica,-62,-60,NA,Sahnioxylon antarcticum,Bennettite,Cycadeoid,Gymnosperm,0.1,Ce-Ca,-90,,,Williams Point Beds,Williams Point Livingston Island,Elsewhere,,Torres & Lemoigne,1989,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,NA,Williams Point Livingston Island,Elsewhere,,Torres & Lemoigne,1989,
Antarctica,Antarctica,-62,-60,NA,Podocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,NA,Williams Point Livingston Island,Elsewhere,,Torres & Lemoigne,1989,
Antarctica,Antarctica,-62,-60,NA,Agathoxylon floresii,Araucarioid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,NA,Williams Point Livingston Island,Elsewhere,,Torres & Lemoigne,1989,
Antarctica,Antarctica,-62,-60,NA,Agathoxylon floresii,Araucarioid,Conifer,Gymnosperm,0.1,Ce-Ca,-90,,,NA,Williams Point Livingston Island,Elsewhere,,Torres & Lemoigne,1989,
