Country,Continent,Latitude,Longitude,Specimen,Species,Affinity,Group,Category,Diameter,Stage,Age (Ma),Max (Ma),Min (Ma),Geology,Location,Region,Preservation,Author,Year,DOI
Antarctica,Antarctica,-62,-61,NA,Sahnioxylon sp.,Bennettite,Cycadeoid,Gymnosperm,0.1,Va-Ha,-120,,,NA,Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-60,NA,Xenoxylon sp.,NA,Conifer,Gymnosperm,0.1,Ap,-105,-125,-113,Cerro Negro Fm.,Byers Peninsula Livingston Island,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-60,NA,Xenoxylon sp.,NA,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Podocarpoxylon fuenzalidai,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Podocarpoxylon fuenzalidai,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Brachyoxylon hervei,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Brachyoxylon hervei,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon floresii,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon floresii,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-60,NA,Agathoxylon arayaii,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-60,NA,Agathoxylon arayaii,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,Cerro Negro Fm.,Byers Peninsula Livingston Island,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Sahnioxylon sp. F,Bennettite,Cycadeoid,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Protopodocarpoxylon sp. E,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Protopodocarpoxylon sp. E,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Protocircoporoxylon sp. D,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Protocircoporoxylon sp. D,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Circoporoxylon sp. C,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Circoporoxylon sp. C,Podocarpoid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Brachyoxylon sp. B,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Brachyoxylon sp. B,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp. A,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon sp. A,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon arayaii,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Agathoxylon arayaii,Araucarioid,Conifer,Gymnosperm,0.1,Ap,-105,,,NA,President Head Snow Island,Elsewhere,,Torres et al,1997,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap-,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
Antarctica,Antarctica,-62,-61,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap-,-105,,,NA,South Shetland,Elsewhere,,Torres et al,1982,
USA,North America,42,-111,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Wayan Fm.,Idaho,Laramidia,,Andrews & Kern,1947,
USA,North America,45.58,-110.33,NA,Cupressinoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,K,-80,,,Frontier ,Wyoming,Laramidia,,Andrews & Panell,1942,
USA,North America,45.58,-110.33,NA,Araucarioxylon wyomingense,Araucarioid,Conifer,Gymnosperm,0.23,K,-97,,,Frontier Fm.,Wyoming,Laramidia,,Andrews & Panell,1942,
USA,North America,45.58,-110.33,NA,Araucarioxylon wyomingense,Araucarioid,Conifer,Gymnosperm,0.23,K,-97,,,Frontier Fm.,Wyoming,Laramidia,,Andrews & Panell,1942,
USA,North America,45.58,-110.33,NA,Undetermined wood,Araucarioid,Conifer,Gymnosperm,1,K,-97,,,Frontier Fm.,Wyoming,Laramidia,,Andrews & Panell,1942,
USA,North America,45.58,-110.33,NA,Undetermined wood,Araucarioid,Conifer,Gymnosperm,1,K,-97,,,Frontier Fm.,Wyoming,Laramidia,,Andrews & Panell,1942,
USA,North America,69.5,-151.5,NA,Undetermined wood,unknown conifer,Conifer,Gymnosperm,0.1,Al-Ce,-100.9,-113,-93.9,NA,Alaska Colleville,Laramidia,,Arnold,1952,
Canada,North America,57,-111,NA,Phyllocladoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.4,Ap,-115,-125,-113,NA,Northern Alberta Tar Sands,Laramidia,,Bailey,1933,
Canada,North America,57,-111,NA,Phyllocladoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.4,Ap,-115,-125,-113,NA,Northern Alberta Tar Sands,Laramidia,,Bailey,1933,
Canada,North America,78,-95.2,NA,Piceoxylon thomsoni,,Conifer,Gymnosperm,0.1,Va-Al,-120,-136,-113,Isachsen,Amund Ringnes Island,Elsewhere,,Bannan & Fry,1957,
Canada,North America,78,-95,NA,Piceoxylon christopheri,Pinoid,Conifer,Gymnosperm,0.06,Al,-106,-113,-100.9,Christopher Fm.,southeast Amund Ringnes Island,Elsewhere,,Bannan & Fry,1957,
Canada,North America,76,-82,NA,Cedroxylon disjunctum,Pinoid,Conifer,Gymnosperm,0.075,Al,-106,-113,-100.9,Christopher Fm.,9 mi. east of the western end of Strand Fiord Peninsula Axel Heiberg Island,Elsewhere,,Bannan & Fry,1957,
USA,North America,37,-122,NA,Cedroxylon?,Pinoid,Conifer,Gymnosperm,0.01,Al,-106,-113,-100.9,Budden Canyon Fm.,California San Francisco,Laramidia,,Beck,1871,
USA,North America,32.4,-84.8,NA,Pinuxylon sp.,Pinoid,Conifer,Gymnosperm,0.3,Co-Sa,-83,,,Eutaw Fm.,Prentiss County Mississippi,Appalachia,,Blackwell,1984,
USA,North America,32.4,-84.8,NA,Pinuxylon sp.,Pinoid,Conifer,Gymnosperm,0.3,Co-Sa,-83,,,Eutaw Fm.,Prentiss County Mississippi,Appalachia,,Blackwell,1984,
USA,North America,35,-78,NA,Torreya antiqua,Cupressoid,Conifer,Gymnosperm,0.05,Ca,-77,,,Potomac,North Carolina,Appalachia,,Boeshore & Gray,1936,
Mexico,North America,29,-109,NA,Brachyoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Ap-Al,-105,-125,-100.9,NA,Lampazos Sonora,Laramidia,,Cevallos-Ferriz,1992,
Mexico,North America,27,-101,NA,Taxodioxylon sp.,Cupressoid,Conifer,Gymnosperm,0.1,Ca-Ma,-72,-83.6,-66,Olmos Fm.,Palau Sabinas Barroteran,Laramidia,,Cevallos-Ferriz,1992,
Mexico,North America,27,-101,NA,Podocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,0.1,Ca-Ma,-72,-83.6,-66,Olmos Fm.,Palau Sabinas Barroteran,Laramidia,,Cevallos-Ferriz,1992,
Alaska,North America,69,-152,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.35,Ca-Ma,-72,-83.6,-66,Prince Creek Fm.,The Kogosukruk Tongue,Laramidia,,Chapman,1994,
Alaska,North America,69,-152,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.35,Ca-Ma,-72,-83.6,-66,Prince Creek Fm.,The Kogosukruk Tongue,Laramidia,,Chapman,1994,
USA,North America,31.8,-110.5,NA,Taxodioxylon sp.,Cupressaceae,Conifer,Gymnosperm,0.63,Al,-101,-110,-98,Turney Ranch,Arizona,Laramidia,mineralized,D'Emic et al,2016,
USA,North America,31.8,-110.5,NA,Taxodioxylon sp.,Cupressaceae,Conifer,Gymnosperm,0.63,Al,-101,-110,-98,Turney Ranch,Arizona,Laramidia,mineralized,D'Emic et al,2016,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.56,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.58,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.71,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.77,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.88,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.04,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.07,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.14,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.19,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.2,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.2,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.21,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.22,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.27,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.41,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.42,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.45,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.46,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.5,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.52,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.56,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.6,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.81,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,36,-108,NA,Undetermined wood,unknown,Conifer,Gymnosperm,3,Ma,-69.05,-72.1,-66,Kirtland Formation,FFRNA San Juan Basin New Mexico,Laramidia,mineralized,Davies Vollum et al,2011,
USA,North America,47,-112,NA,Cupressinoxylon / Taxodioxylon,Cupressoid,Conifer,Gymnosperm,1.1,Ca,-80,-80,-80,Two Medicine Fm.,Montana near Choteu,Laramidia,,Falcon-Lang,2003,
Canada,North America,45,-64,NA,Taxodioxylon sp.,Cupressoid,Conifer,Gymnosperm,0.01,Va-Ha,-135,-140,-130,Chaswood Fm.,Windsor Nova Scotia,Appalachia,charcoal,Falcon-Lang et al,2007,
Canada,North America,45,-64,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.01,Va-Ha,-135,-140,-130,Chaswood Fm.,Windsor Nova Scotia,Appalachia,charcoal,Falcon-Lang et al,2007,
Canada,North America,45,-65,NA,Araucarioxylon cf. pseudoparenchyma,Araucarioid,Conifer,Gymnosperm,0.15,Al,-106,-113,-100.9,NA,Vinegar Hill New Brunswick,Appalachia,,Falcon-Lang et al,2003,
Canada,North America,82,-76,NA,Piceoxylon sp.,Pinoid,Conifer,Gymnosperm,0.16,Ca-Ma,-72,-83.6,-66,Expedition Fm.,Emma Fiord deposits Ellesmere Island,Elsewhere,,Falcon-Lang et al,2004,
Canada,North America,82,-76,NA,Taxodioxylon albertense,Cupressoid,Conifer,Gymnosperm,0.24,Ca-Ma,-72,-83.6,-66,Expedition Fm.,Emma Fiord deposits Ellesmere Island,Elsewhere,,Falcon-Lang et al,2004,
Canada,North America,51,-124,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,NA,LK,NA,,,NA,Chilko Lake British Columbia,Laramidia,,Fry,1958,
Canada,North America,81,-76,NA,Piceoxylon sp.,Pinoid,Conifer,Gymnosperm,0.1,Ap-Al,-105,-125,-100.9,Christopher Fm.,Rollrock valley Ellesmere Island,Elsewhere,,Harland et al,2007,
Canada,North America,81,-76,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.1,Ap-Al,-105,-125,-100.9,Christopher Fm.,Eureka Ellesmere Island,Elsewhere,,Harland et al,2007,
Canada,North America,79,-89,NA,Palaeopiceoxylon sp.,Pinoid,Conifer,Gymnosperm,0.5,Ap-Al,-105,-125,-100.9,Christopher Fm.,Buchanan Lake Axel Heiberg Island,Elsewhere,,Harland et al,2007,
USA,North America,40,-74,NA,Pityoxylon protoscleropitys,Pinoid,Conifer,Gymnosperm,0.03,Tu-Sa,-86,,,Raritan ,Cliffwood New Jersey,Appalachia,,Holden,1913,
USA,North America,40,-74,NA,Pityoxylon foliosum,Pinoid,Conifer,Gymnosperm,0.03,Tu-Sa,-86,,,Raritan ,Cliffwood New Jersey,Appalachia,,Holden,1913,
USA,North America,40,-74,NA,Pityoxylon anomalum,Pinoid,Conifer,Gymnosperm,0.03,Tu-Sa,-86,,,Raritan ,Cliffwood New Jersey,Appalachia,,Holden,1913,
USA,North America,40,-74,NA,Paracupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.03,Tu-Sa,-86,,,Raritan ,Cliffwood New Jersey,Appalachia,,Holden,1914,
USA,North America,40,-74,NA,Brachyoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.03,Tu-Sa,-86,,,NA,Kreischerville Staten Island,Appalachia,,Holden,1914,
USA,North America,40,-74,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.03,Tu-Sa,-86,,,Raritan ,Cliffwood New Jersey,Appalachia,,Holden,1914,
USA,North America,40.53,-74.23,NA,Agathoxylon noveboracense,Araucarioid,Conifer,Gymnosperm,0.01,Tu,-89,,,Raritan ,Kreischerville NY Drummond Pit,Appalachia,lignite,Hollick & Jeffrey,1909,
USA,North America,40.53,-74.23,NA,Brachyoxylon notible,,Conifer,Gymnosperm,NA,Tu,-89,,,Raritan ,Kreischerville NY Drummond Pit,Appalachia,lignite,Hollick & Jeffrey,1909,
USA,North America,40,-74,NA,Agathoxylon americana,Araucarioid,Conifer,Gymnosperm,NA,K,-100,,,NA,Staten Island New York,Appalachia,,Jeffrey,1900,
USA,North America,40.53,-74.23,NA,Pityoxylon statense,Pinoid,Conifer,Gymnosperm,0.1,Tu,-89,,,NA,New York,Appalachia,,Jeffrey & Chrysler,1906,
USA,North America,37.375,-77.36,NA,Cupressinoxylon columbianum,Cupressoid,Conifer,Gymnosperm,0.1,Ap,-115,-125,-113,Patuxent Fm.,Dutch Gap,Appalachia,mineralized,Knowlton,1889,
USA,North America,38,-77,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,NA,Ap,-115,-125,-113,Patuxent Fm.,Maryland,Appalachia,,Knowlton,1889,
USA,North America,37,-77,NA,Cupressinoxylon wardii,Cupressoid,Conifer,Gymnosperm,0.12,Al,-106,-113,-100.9,Potomac,between Montello and Rives station on railroad,Appalachia,,Knowlton,1889,
USA,North America,NA,NA,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,0.16,Al,-106,-113,-100.9,Fall River,2Mi SW of Minnekantah station,Laramidia,mineralized,Knowlton,1899,
USA,North America,39,-77,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.45,Al,-106,-113,-100.9,Potomac,national zoo,Appalachia,,Knowlton,1889,
USA,North America,38,-77,NA,Cupressinoxylon mcgeeii,Cupressoid,Conifer,Gymnosperm,0.6,Al,-106,-113,-100.9,Potomac,new resivoir; water works extension,Appalachia,,Knowlton,1889,
USA,North America,37,-82,NA,Agathoxylon virginianum,Araucarioid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Potomac,Taylorsville West Virgina,Appalachia,,Knowlton,1889,
USA,North America,43,-103,NA,Agathoxylon hoppertonae,Araucarioid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Dakota Group,Two miles southwest of Minnekalata Station Fall River County South,Laramidia,,Knowlton,1899,
USA,North America,38,-77,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Patapsco Fm.,Washington D.C.,Appalachia,,Langenheim & Beck,1968,
USA,North America,38,-104,NA,Cupressinoxylon? coloradoense?,Cupressoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Vermejo Fm.,Colorado,Laramidia,,Lee & Knowlton,1917,
USA,North America,38,-104,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Vermejo Fm.,Colorado,Laramidia,,Lee & Knowlton,1917,
Canada,North America,51,-112,NA,Mesocyparis umbonata,Cupressoid,Conifer,Gymnosperm,0.01,Ma,-67,-68,-66,Horseshoe Canyon Fm.,about 7 km southwest of Drumheller Alberta,Laramidia,charcoal,McIver & Aulenback,1994,
USA,North America,39,-76,NA,Piceoxylon sp.,Pinoid,Conifer,Gymnosperm,NA,Tu-Sa,-86,,,NA,Maryland,Appalachia,,NA,1911,
Mexico,North America,18,-100,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,NA,Al-Ce,-100.9,-113,-93.9,Mal Paso Fm.,Huetamo Michoacan,Laramidia,,Pantoja-Alor,1959,
Alaska,North America,69,-155,NA,Xenoxylon sp.,NA,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Nanushuk Group,North slope Colville River Alaska,Laramidia,,Parrish & Spicer,1988,
Alaska,North America,69,-155,NA,Xenoxylon sp.,NA,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Nanushuk Group,North slope Colville River Alaska,Laramidia,,Parrish & Spicer,1988,
Alaska,North America,69,-155,NA,Undetermined wood,unknown conifer,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Nanushuk Group,North slope Colville River Alaska,Laramidia,,Parrish & Spicer,1988,
USA,North America,38,-98,NA,Cupressinoxylon cheyennense,Cupressoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Cheyenne Fm.,Kansas?,Laramidia,,Penhallow,1907,
USA,North America,31,-96,NA,Cupressinoxylon dawsoni,Cupressoid,Conifer,Gymnosperm,NA,K,-97,,,NA,Texas?,Laramidia,,Penhallow,1907,
USA,North America,38,-98,NA,Cupressinoxylon comanchense,Cupressoid,Conifer,Gymnosperm,NA,K,-97,,,NA,Kansas?,Laramidia,,Penhallow,1907,
USA,North America,37,-99,NA,Agathoxylon prosseri,Araucarioid,Conifer,Gymnosperm,NA,K,-100,,,Cheyenne sandstone,Belvidere Kansas,Laramidia,,Penhallow,1900,
Canada,North America,57,-111,NA,Cupressinoxylon macrocarpoides,Cupressoid,Conifer,Gymnosperm,NA,Ma,-66,,,Oldman Fm?,Medicine Hat Alberta,Laramidia,,Penhallow,1908,
USA,North America,39,-75,NA,Widdringtonioxylon borealis,Cupressoid,Conifer,Gymnosperm,0.02,Tu-Sa,-86,,,Magothy Fm.,Summit Bridge Magothy Delaware,Appalachia,,Penny,1947,
USA,North America,39,-75,NA,Pinoxylon sp.,Pinoid,Conifer,Gymnosperm,0.02,Tu-Sa,-86,,,Magothy Fm.,Summit Bridge Magothy Delaware,Appalachia,,Penny,1947,
USA,North America,39,-75,NA,Piceoxylon cretacea,Pinoid,Conifer,Gymnosperm,0.02,Tu-Sa,-86,,,Magothy Fm.,Summit Bridge Magothy Delaware,Appalachia,,Penny,1947,
USA,North America,39,-75,NA,Cedroxylon traumaticum,Pinoid,Conifer,Gymnosperm,0.02,Tu-Sa,-86,,,Magothy Fm.,Summit Bridge Magothy Delaware,Appalachia,,Penny,1947,
USA,North America,39,-75,NA,Brachyoxylon notabile,Araucarioid,Conifer,Gymnosperm,0.02,Tu-Sa,-86,,,Magothy Fm.,Summit Bridge Magothy Delaware,Appalachia,,Penny,1947,
USA,North America,39,-75,NA,Araucarioxylon noveboracense,Araucarioid,Conifer,Gymnosperm,0.02,Tu-Sa,-86,,,Magothy Fm.,Summit Bridge Magothy Delaware,Appalachia,,Penny,1947,
Canada,North America,53,-113,NA,Taxodioxylon multiseriatum,Cupressoid,Conifer,Gymnosperm,NA,Ma,-66,,,Oldman Fm.,8 mi W of Redcliff near Medicine Hat in southern Alberta,Laramidia,,Ramanujam,1972,
Canada,North America,53,-113,NA,Taxodioxylon cryptomerioides,Cupressoid,Conifer,Gymnosperm,NA,Ma,-66,,,Oldman Fm.,8 mi W of Redcliff near Medicine Hat in southern Alberta,Laramidia,,Ramanujam,1972,
Canada,North America,53,-113,NA,Podocarpoxylon ajkaense,Podocarpoid,Conifer,Gymnosperm,NA,Ma,-66,,,Oldman Fm.,Denhart area in the Red Deer River valley of southern Alberta,Laramidia,,Ramanujam,1972,
Canada,North America,53,-113,NA,Platyspiroxylon parenchymatosum,Cupressoid,Conifer,Gymnosperm,NA,Ma,-66,,,Oldman Fm.,Denhart area in the Red Deer River valley of southern Alberta,Laramidia,,Ramanujam,1972,
Canada,North America,51,-112,NA,Taxodioxylon gypsaceum,Cupressoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Edmonton Fm.,4 miles SE of Rosedale and in the coal mine area of Rosedale Alberta,Laramidia,,Ramanujam & Stewart,1969,
Canada,North America,51,-112,NA,Taxodioxylon drumhellerense,Cupressoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Edmonton Fm.,4 miles SE of Rosedale and in the coal mine area of Rosedale Alberta,Laramidia,,Ramanujam & Stewart,1969,
Canada,North America,51,-112,NA,Taxodioxylon taxodii,Cupressoid,Conifer,Gymnosperm,1,Ma,-66,,,Edmonton Fm.,Rosedale and Little Church coal mine areas Alberta,Laramidia,,Ramanujam & Stewart,1969,
Canada,North America,51,-112,NA,Taxodioxylon multiseriatum,Cupressoid,Conifer,Gymnosperm,NA,Ma,-66,,,Edmonton Fm.,Rosedale coal mine area Alberta,Laramidia,,Ramanujam & Stewart,1969,
Canada,North America,53,-113,NA,Taxodioxylon gypsaceum,Cupressoid,Conifer,Gymnosperm,NA,Ma,-66,,,Oldman Fm.,near Medicine Hat in southern Alberta,Laramidia,,Ramanujam & Stewart,1969,
Alaska,North America,69,-155,NA,Xenoxylon latiporosum,NA,Conifer,Gymnosperm,0.1,Ca-Ma,-72,-83.6,-66,Prince Creek Fm.,The Kogosukruk Tongue,Laramidia,,Spicer & Parrish,1990,
Alaska,North America,69,-155,NA,Undetermined wood Taxon A,Cupressoid,Conifer,Gymnosperm,0.1,Ca-Ma,-72,-83.6,-66,Prince Creek Fm.,The Kogosukruk Tongue,Laramidia, ,Spicer & Parrish,1990, 
Alaska,North America,69,-155,NA,Undetermined wood,unknown conifer,Conifer,Gymnosperm,NA,Ca-Ma,-72,-83.6,-66,Prince Creek Fm.,The Kogosukruk Tongue,Laramidia,,Spicer & Parrish,1990,
